Sun May 12 21:06:57, NORTH ENTRY, 31.0 °C

Sun May 12 21:13:22, SOUTH ENTRY, 16.0 °C

Sun May 12 21:13:23, NORTH ENTRY, 30.0 °C

Sun May 12 21:13:23, EAST ENTRY, 30.0 °C

Sun May 12 21:13:23, WEST ENTRY, 30.0 °C

Sun May 12 21:13:23, SOUTH ENTRY, 30.0 °C

Sun May 12 21:13:24, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:24, EAST ENTRY, 25.0 °C

Sun May 12 21:13:24, WEST ENTRY, 25.0 °C

Sun May 12 21:13:24, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:24, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:24, EAST ENTRY, 25.0 °C

Sun May 12 21:13:24, WEST ENTRY, 25.0 °C

Sun May 12 21:13:24, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:25, NORTH ENTRY, 37.0 °C

Sun May 12 21:13:25, EAST ENTRY, 37.0 °C

Sun May 12 21:13:25, WEST ENTRY, 37.0 °C

Sun May 12 21:13:25, SOUTH ENTRY, 37.0 °C

Sun May 12 21:13:26, NORTH ENTRY, 19.0 °C

Sun May 12 21:13:26, EAST ENTRY, 19.0 °C

Sun May 12 21:13:26, WEST ENTRY, 19.0 °C

Sun May 12 21:13:26, SOUTH ENTRY, 19.0 °C

Sun May 12 21:13:26, NORTH ENTRY, 19.0 °C

Sun May 12 21:13:26, EAST ENTRY, 19.0 °C

Sun May 12 21:13:26, WEST ENTRY, 19.0 °C

Sun May 12 21:13:26, SOUTH ENTRY, 19.0 °C

Sun May 12 21:13:27, NORTH ENTRY, 18.0 °C

Sun May 12 21:13:27, EAST ENTRY, 18.0 °C

Sun May 12 21:13:27, WEST ENTRY, 18.0 °C

Sun May 12 21:13:27, SOUTH ENTRY, 18.0 °C

Sun May 12 21:13:28, NORTH ENTRY, 32.0 °C

Sun May 12 21:13:28, EAST ENTRY, 32.0 °C

Sun May 12 21:13:28, WEST ENTRY, 32.0 °C

Sun May 12 21:13:28, SOUTH ENTRY, 32.0 °C

Sun May 12 21:13:28, NORTH ENTRY, 32.0 °C

Sun May 12 21:13:28, EAST ENTRY, 32.0 °C

Sun May 12 21:13:28, WEST ENTRY, 32.0 °C

Sun May 12 21:13:28, SOUTH ENTRY, 32.0 °C

Sun May 12 21:13:29, NORTH ENTRY, 23.0 °C

Sun May 12 21:13:29, EAST ENTRY, 23.0 °C

Sun May 12 21:13:29, WEST ENTRY, 23.0 °C

Sun May 12 21:13:29, SOUTH ENTRY, 23.0 °C

Sun May 12 21:13:30, NORTH ENTRY, 26.0 °C

Sun May 12 21:13:30, EAST ENTRY, 26.0 °C

Sun May 12 21:13:30, WEST ENTRY, 26.0 °C

Sun May 12 21:13:30, SOUTH ENTRY, 26.0 °C

Sun May 12 21:13:30, NORTH ENTRY, 26.0 °C

Sun May 12 21:13:30, EAST ENTRY, 26.0 °C

Sun May 12 21:13:30, WEST ENTRY, 26.0 °C

Sun May 12 21:13:30, SOUTH ENTRY, 26.0 °C

Sun May 12 21:13:31, NORTH ENTRY, 36.0 °C

Sun May 12 21:13:31, EAST ENTRY, 36.0 °C

Sun May 12 21:13:31, WEST ENTRY, 36.0 °C

Sun May 12 21:13:31, SOUTH ENTRY, 36.0 °C

Sun May 12 21:13:32, NORTH ENTRY, 18.0 °C

Sun May 12 21:13:32, EAST ENTRY, 18.0 °C

Sun May 12 21:13:32, WEST ENTRY, 18.0 °C

Sun May 12 21:13:32, SOUTH ENTRY, 18.0 °C

Sun May 12 21:13:32, NORTH ENTRY, 18.0 °C

Sun May 12 21:13:32, EAST ENTRY, 18.0 °C

Sun May 12 21:13:32, WEST ENTRY, 18.0 °C

Sun May 12 21:13:32, SOUTH ENTRY, 18.0 °C

Sun May 12 21:13:33, NORTH ENTRY, 35.0 °C

Sun May 12 21:13:33, EAST ENTRY, 35.0 °C

Sun May 12 21:13:33, WEST ENTRY, 35.0 °C

Sun May 12 21:13:33, SOUTH ENTRY, 35.0 °C

Sun May 12 21:13:34, NORTH ENTRY, 22.0 °C

Sun May 12 21:13:34, EAST ENTRY, 22.0 °C

Sun May 12 21:13:34, WEST ENTRY, 22.0 °C

Sun May 12 21:13:34, SOUTH ENTRY, 22.0 °C

Sun May 12 21:13:34, NORTH ENTRY, 22.0 °C

Sun May 12 21:13:34, EAST ENTRY, 22.0 °C

Sun May 12 21:13:34, WEST ENTRY, 22.0 °C

Sun May 12 21:13:34, SOUTH ENTRY, 22.0 °C

Sun May 12 21:13:35, NORTH ENTRY, 19.0 °C

Sun May 12 21:13:35, EAST ENTRY, 19.0 °C

Sun May 12 21:13:35, WEST ENTRY, 19.0 °C

Sun May 12 21:13:35, SOUTH ENTRY, 19.0 °C

Sun May 12 21:13:36, NORTH ENTRY, 30.0 °C

Sun May 12 21:13:36, EAST ENTRY, 30.0 °C

Sun May 12 21:13:36, WEST ENTRY, 30.0 °C

Sun May 12 21:13:36, SOUTH ENTRY, 30.0 °C

Sun May 12 21:13:36, NORTH ENTRY, 30.0 °C

Sun May 12 21:13:36, EAST ENTRY, 30.0 °C

Sun May 12 21:13:36, WEST ENTRY, 30.0 °C

Sun May 12 21:13:36, SOUTH ENTRY, 30.0 °C

Sun May 12 21:13:37, NORTH ENTRY, 29.0 °C

Sun May 12 21:13:37, EAST ENTRY, 29.0 °C

Sun May 12 21:13:37, WEST ENTRY, 29.0 °C

Sun May 12 21:13:37, SOUTH ENTRY, 29.0 °C

Sun May 12 21:13:38, NORTH ENTRY, 33.0 °C

Sun May 12 21:13:38, EAST ENTRY, 33.0 °C

Sun May 12 21:13:38, WEST ENTRY, 33.0 °C

Sun May 12 21:13:38, SOUTH ENTRY, 33.0 °C

Sun May 12 21:13:38, NORTH ENTRY, 33.0 °C

Sun May 12 21:13:38, EAST ENTRY, 33.0 °C

Sun May 12 21:13:38, WEST ENTRY, 33.0 °C

Sun May 12 21:13:38, SOUTH ENTRY, 33.0 °C

Sun May 12 21:13:39, NORTH ENTRY, 37.0 °C

Sun May 12 21:13:39, EAST ENTRY, 37.0 °C

Sun May 12 21:13:39, WEST ENTRY, 37.0 °C

Sun May 12 21:13:39, SOUTH ENTRY, 37.0 °C

Sun May 12 21:13:40, NORTH ENTRY, 28.0 °C

Sun May 12 21:13:40, EAST ENTRY, 28.0 °C

Sun May 12 21:13:40, WEST ENTRY, 28.0 °C

Sun May 12 21:13:40, SOUTH ENTRY, 28.0 °C

Sun May 12 21:13:40, NORTH ENTRY, 28.0 °C

Sun May 12 21:13:40, EAST ENTRY, 28.0 °C

Sun May 12 21:13:40, WEST ENTRY, 28.0 °C

Sun May 12 21:13:40, SOUTH ENTRY, 28.0 °C

Sun May 12 21:13:41, NORTH ENTRY, 36.0 °C

Sun May 12 21:13:41, EAST ENTRY, 36.0 °C

Sun May 12 21:13:41, WEST ENTRY, 36.0 °C

Sun May 12 21:13:41, SOUTH ENTRY, 36.0 °C

Sun May 12 21:13:42, NORTH ENTRY, 23.0 °C

Sun May 12 21:13:42, EAST ENTRY, 23.0 °C

Sun May 12 21:13:42, WEST ENTRY, 23.0 °C

Sun May 12 21:13:42, SOUTH ENTRY, 23.0 °C

Sun May 12 21:13:42, NORTH ENTRY, 23.0 °C

Sun May 12 21:13:42, EAST ENTRY, 23.0 °C

Sun May 12 21:13:42, WEST ENTRY, 23.0 °C

Sun May 12 21:13:42, SOUTH ENTRY, 23.0 °C

Sun May 12 21:13:43, NORTH ENTRY, 23.0 °C

Sun May 12 21:13:43, EAST ENTRY, 23.0 °C

Sun May 12 21:13:43, WEST ENTRY, 23.0 °C

Sun May 12 21:13:43, SOUTH ENTRY, 23.0 °C

Sun May 12 21:13:44, NORTH ENTRY, 17.0 °C

Sun May 12 21:13:44, EAST ENTRY, 17.0 °C

Sun May 12 21:13:44, WEST ENTRY, 17.0 °C

Sun May 12 21:13:44, SOUTH ENTRY, 17.0 °C

Sun May 12 21:13:44, NORTH ENTRY, 17.0 °C

Sun May 12 21:13:44, EAST ENTRY, 17.0 °C

Sun May 12 21:13:44, WEST ENTRY, 17.0 °C

Sun May 12 21:13:44, SOUTH ENTRY, 17.0 °C

Sun May 12 21:13:45, NORTH ENTRY, 16.0 °C

Sun May 12 21:13:45, EAST ENTRY, 16.0 °C

Sun May 12 21:13:45, WEST ENTRY, 16.0 °C

Sun May 12 21:13:45, SOUTH ENTRY, 16.0 °C

Sun May 12 21:13:46, NORTH ENTRY, 35.0 °C

Sun May 12 21:13:46, EAST ENTRY, 35.0 °C

Sun May 12 21:13:46, WEST ENTRY, 35.0 °C

Sun May 12 21:13:46, SOUTH ENTRY, 35.0 °C

Sun May 12 21:13:46, NORTH ENTRY, 35.0 °C

Sun May 12 21:13:46, EAST ENTRY, 35.0 °C

Sun May 12 21:13:46, WEST ENTRY, 35.0 °C

Sun May 12 21:13:46, SOUTH ENTRY, 35.0 °C

Sun May 12 21:13:47, NORTH ENTRY, 32.0 °C

Sun May 12 21:13:47, EAST ENTRY, 32.0 °C

Sun May 12 21:13:47, WEST ENTRY, 32.0 °C

Sun May 12 21:13:47, SOUTH ENTRY, 32.0 °C

Sun May 12 21:13:48, NORTH ENTRY, 29.0 °C

Sun May 12 21:13:48, EAST ENTRY, 29.0 °C

Sun May 12 21:13:48, WEST ENTRY, 29.0 °C

Sun May 12 21:13:48, SOUTH ENTRY, 29.0 °C

Sun May 12 21:13:48, NORTH ENTRY, 29.0 °C

Sun May 12 21:13:48, EAST ENTRY, 29.0 °C

Sun May 12 21:13:48, WEST ENTRY, 29.0 °C

Sun May 12 21:13:48, SOUTH ENTRY, 29.0 °C

Sun May 12 21:13:49, NORTH ENTRY, 23.0 °C

Sun May 12 21:13:49, EAST ENTRY, 23.0 °C

Sun May 12 21:13:49, WEST ENTRY, 23.0 °C

Sun May 12 21:13:49, SOUTH ENTRY, 23.0 °C

Sun May 12 21:13:50, NORTH ENTRY, 23.0 °C

Sun May 12 21:13:50, EAST ENTRY, 23.0 °C

Sun May 12 21:13:50, WEST ENTRY, 23.0 °C

Sun May 12 21:13:50, SOUTH ENTRY, 23.0 °C

Sun May 12 21:13:50, NORTH ENTRY, 23.0 °C

Sun May 12 21:13:50, EAST ENTRY, 23.0 °C

Sun May 12 21:13:50, WEST ENTRY, 23.0 °C

Sun May 12 21:13:50, SOUTH ENTRY, 23.0 °C

Sun May 12 21:13:51, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:51, EAST ENTRY, 25.0 °C

Sun May 12 21:13:51, WEST ENTRY, 25.0 °C

Sun May 12 21:13:51, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:52, NORTH ENTRY, 30.0 °C

Sun May 12 21:13:52, EAST ENTRY, 30.0 °C

Sun May 12 21:13:52, WEST ENTRY, 30.0 °C

Sun May 12 21:13:52, SOUTH ENTRY, 30.0 °C

Sun May 12 21:13:52, NORTH ENTRY, 30.0 °C

Sun May 12 21:13:52, EAST ENTRY, 30.0 °C

Sun May 12 21:13:52, WEST ENTRY, 30.0 °C

Sun May 12 21:13:52, SOUTH ENTRY, 30.0 °C

Sun May 12 21:13:53, NORTH ENTRY, 18.0 °C

Sun May 12 21:13:53, EAST ENTRY, 18.0 °C

Sun May 12 21:13:53, WEST ENTRY, 18.0 °C

Sun May 12 21:13:53, SOUTH ENTRY, 18.0 °C

Sun May 12 21:13:54, NORTH ENTRY, 35.0 °C

Sun May 12 21:13:54, EAST ENTRY, 35.0 °C

Sun May 12 21:13:54, WEST ENTRY, 35.0 °C

Sun May 12 21:13:54, SOUTH ENTRY, 35.0 °C

Sun May 12 21:13:54, NORTH ENTRY, 35.0 °C

Sun May 12 21:13:54, EAST ENTRY, 35.0 °C

Sun May 12 21:13:54, WEST ENTRY, 35.0 °C

Sun May 12 21:13:54, SOUTH ENTRY, 35.0 °C

Sun May 12 21:13:55, NORTH ENTRY, 34.0 °C

Sun May 12 21:13:55, EAST ENTRY, 34.0 °C

Sun May 12 21:13:55, WEST ENTRY, 34.0 °C

Sun May 12 21:13:55, SOUTH ENTRY, 34.0 °C

Sun May 12 21:13:56, NORTH ENTRY, 37.0 °C

Sun May 12 21:13:56, EAST ENTRY, 37.0 °C

Sun May 12 21:13:56, WEST ENTRY, 37.0 °C

Sun May 12 21:13:56, SOUTH ENTRY, 37.0 °C

Sun May 12 21:13:56, NORTH ENTRY, 37.0 °C

Sun May 12 21:13:56, EAST ENTRY, 37.0 °C

Sun May 12 21:13:56, WEST ENTRY, 37.0 °C

Sun May 12 21:13:56, SOUTH ENTRY, 37.0 °C

Sun May 12 21:13:57, NORTH ENTRY, 21.0 °C

Sun May 12 21:13:57, EAST ENTRY, 21.0 °C

Sun May 12 21:13:57, WEST ENTRY, 21.0 °C

Sun May 12 21:13:57, SOUTH ENTRY, 21.0 °C

Sun May 12 21:13:58, NORTH ENTRY, 30.0 °C

Sun May 12 21:13:58, EAST ENTRY, 30.0 °C

Sun May 12 21:13:58, WEST ENTRY, 30.0 °C

Sun May 12 21:13:58, SOUTH ENTRY, 30.0 °C

Sun May 12 21:13:58, NORTH ENTRY, 30.0 °C

Sun May 12 21:13:58, EAST ENTRY, 30.0 °C

Sun May 12 21:13:58, WEST ENTRY, 30.0 °C

Sun May 12 21:13:58, SOUTH ENTRY, 30.0 °C

Sun May 12 21:13:59, NORTH ENTRY, 18.0 °C

Sun May 12 21:13:59, EAST ENTRY, 18.0 °C

Sun May 12 21:13:59, WEST ENTRY, 18.0 °C

Sun May 12 21:13:59, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:00, NORTH ENTRY, 37.0 °C

Sun May 12 21:14:00, EAST ENTRY, 37.0 °C

Sun May 12 21:14:00, WEST ENTRY, 37.0 °C

Sun May 12 21:14:00, SOUTH ENTRY, 37.0 °C

Sun May 12 21:14:00, NORTH ENTRY, 37.0 °C

Sun May 12 21:14:00, EAST ENTRY, 37.0 °C

Sun May 12 21:14:00, WEST ENTRY, 37.0 °C

Sun May 12 21:14:00, SOUTH ENTRY, 37.0 °C

Sun May 12 21:14:01, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:01, EAST ENTRY, 36.0 °C

Sun May 12 21:14:01, WEST ENTRY, 36.0 °C

Sun May 12 21:14:01, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:02, NORTH ENTRY, 25.0 °C

Sun May 12 21:14:02, EAST ENTRY, 25.0 °C

Sun May 12 21:14:02, WEST ENTRY, 25.0 °C

Sun May 12 21:14:02, SOUTH ENTRY, 25.0 °C

Sun May 12 21:14:02, NORTH ENTRY, 25.0 °C

Sun May 12 21:14:02, EAST ENTRY, 25.0 °C

Sun May 12 21:14:02, WEST ENTRY, 25.0 °C

Sun May 12 21:14:02, SOUTH ENTRY, 25.0 °C

Sun May 12 21:14:03, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:03, EAST ENTRY, 18.0 °C

Sun May 12 21:14:03, WEST ENTRY, 18.0 °C

Sun May 12 21:14:03, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:04, NORTH ENTRY, 24.0 °C

Sun May 12 21:14:04, EAST ENTRY, 24.0 °C

Sun May 12 21:14:04, WEST ENTRY, 24.0 °C

Sun May 12 21:14:04, SOUTH ENTRY, 24.0 °C

Sun May 12 21:14:04, NORTH ENTRY, 24.0 °C

Sun May 12 21:14:04, EAST ENTRY, 24.0 °C

Sun May 12 21:14:04, WEST ENTRY, 24.0 °C

Sun May 12 21:14:04, SOUTH ENTRY, 24.0 °C

Sun May 12 21:14:05, NORTH ENTRY, 21.0 °C

Sun May 12 21:14:05, EAST ENTRY, 21.0 °C

Sun May 12 21:14:05, WEST ENTRY, 21.0 °C

Sun May 12 21:14:05, SOUTH ENTRY, 21.0 °C

Sun May 12 21:14:06, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:06, EAST ENTRY, 26.0 °C

Sun May 12 21:14:06, WEST ENTRY, 26.0 °C

Sun May 12 21:14:06, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:06, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:06, EAST ENTRY, 26.0 °C

Sun May 12 21:14:06, WEST ENTRY, 26.0 °C

Sun May 12 21:14:06, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:07, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:07, EAST ENTRY, 26.0 °C

Sun May 12 21:14:07, WEST ENTRY, 26.0 °C

Sun May 12 21:14:07, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:08, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:08, EAST ENTRY, 26.0 °C

Sun May 12 21:14:08, WEST ENTRY, 26.0 °C

Sun May 12 21:14:08, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:08, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:08, EAST ENTRY, 26.0 °C

Sun May 12 21:14:08, WEST ENTRY, 26.0 °C

Sun May 12 21:14:08, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:09, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:09, EAST ENTRY, 26.0 °C

Sun May 12 21:14:09, WEST ENTRY, 26.0 °C

Sun May 12 21:14:09, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:09, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:09, EAST ENTRY, 26.0 °C

Sun May 12 21:14:09, WEST ENTRY, 26.0 °C

Sun May 12 21:14:09, SOUTH ENTRY, 26.0 °C

Sun May 12 21:14:10, NORTH ENTRY, 35.0 °C

Sun May 12 21:14:10, EAST ENTRY, 35.0 °C

Sun May 12 21:14:10, WEST ENTRY, 35.0 °C

Sun May 12 21:14:10, SOUTH ENTRY, 35.0 °C

Sun May 12 21:14:10, NORTH ENTRY, 35.0 °C

Sun May 12 21:14:10, EAST ENTRY, 35.0 °C

Sun May 12 21:14:10, WEST ENTRY, 35.0 °C

Sun May 12 21:14:10, SOUTH ENTRY, 35.0 °C

Sun May 12 21:14:11, NORTH ENTRY, 31.0 °C

Sun May 12 21:14:11, EAST ENTRY, 31.0 °C

Sun May 12 21:14:11, WEST ENTRY, 31.0 °C

Sun May 12 21:14:11, SOUTH ENTRY, 31.0 °C

Sun May 12 21:14:11, NORTH ENTRY, 31.0 °C

Sun May 12 21:14:11, EAST ENTRY, 31.0 °C

Sun May 12 21:14:11, WEST ENTRY, 31.0 °C

Sun May 12 21:14:11, SOUTH ENTRY, 31.0 °C

Sun May 12 21:14:12, NORTH ENTRY, 32.0 °C

Sun May 12 21:14:12, EAST ENTRY, 32.0 °C

Sun May 12 21:14:12, WEST ENTRY, 32.0 °C

Sun May 12 21:14:12, SOUTH ENTRY, 32.0 °C

Sun May 12 21:14:12, NORTH ENTRY, 32.0 °C

Sun May 12 21:14:12, EAST ENTRY, 32.0 °C

Sun May 12 21:14:12, WEST ENTRY, 32.0 °C

Sun May 12 21:14:12, SOUTH ENTRY, 32.0 °C

Sun May 12 21:14:13, NORTH ENTRY, 27.0 °C

Sun May 12 21:14:13, EAST ENTRY, 27.0 °C

Sun May 12 21:14:13, WEST ENTRY, 27.0 °C

Sun May 12 21:14:13, SOUTH ENTRY, 27.0 °C

Sun May 12 21:14:13, NORTH ENTRY, 27.0 °C

Sun May 12 21:14:13, EAST ENTRY, 27.0 °C

Sun May 12 21:14:13, WEST ENTRY, 27.0 °C

Sun May 12 21:14:13, SOUTH ENTRY, 27.0 °C

Sun May 12 21:14:14, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:14, EAST ENTRY, 18.0 °C

Sun May 12 21:14:14, WEST ENTRY, 18.0 °C

Sun May 12 21:14:14, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:14, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:14, EAST ENTRY, 18.0 °C

Sun May 12 21:14:14, WEST ENTRY, 18.0 °C

Sun May 12 21:14:14, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:15, NORTH ENTRY, 35.0 °C

Sun May 12 21:14:15, EAST ENTRY, 35.0 °C

Sun May 12 21:14:15, WEST ENTRY, 35.0 °C

Sun May 12 21:14:15, SOUTH ENTRY, 35.0 °C

Sun May 12 21:14:15, NORTH ENTRY, 35.0 °C

Sun May 12 21:14:15, EAST ENTRY, 35.0 °C

Sun May 12 21:14:15, WEST ENTRY, 35.0 °C

Sun May 12 21:14:15, SOUTH ENTRY, 35.0 °C

Sun May 12 21:14:16, NORTH ENTRY, 16.0 °C

Sun May 12 21:14:16, EAST ENTRY, 16.0 °C

Sun May 12 21:14:16, WEST ENTRY, 16.0 °C

Sun May 12 21:14:16, SOUTH ENTRY, 16.0 °C

Sun May 12 21:14:16, NORTH ENTRY, 16.0 °C

Sun May 12 21:14:16, EAST ENTRY, 16.0 °C

Sun May 12 21:14:16, WEST ENTRY, 16.0 °C

Sun May 12 21:14:16, SOUTH ENTRY, 16.0 °C

Sun May 12 21:14:17, NORTH ENTRY, 21.0 °C

Sun May 12 21:14:17, EAST ENTRY, 21.0 °C

Sun May 12 21:14:17, WEST ENTRY, 21.0 °C

Sun May 12 21:14:17, SOUTH ENTRY, 21.0 °C

Sun May 12 21:14:17, NORTH ENTRY, 21.0 °C

Sun May 12 21:14:17, EAST ENTRY, 21.0 °C

Sun May 12 21:14:17, WEST ENTRY, 21.0 °C

Sun May 12 21:14:17, SOUTH ENTRY, 21.0 °C

Sun May 12 21:14:18, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:18, EAST ENTRY, 36.0 °C

Sun May 12 21:14:18, WEST ENTRY, 36.0 °C

Sun May 12 21:14:18, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:18, NORTH ENTRY, 36.0 °C

Sun May 12 21:14:18, EAST ENTRY, 36.0 °C

Sun May 12 21:14:18, WEST ENTRY, 36.0 °C

Sun May 12 21:14:18, SOUTH ENTRY, 36.0 °C

Sun May 12 21:14:19, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:19, EAST ENTRY, 18.0 °C

Sun May 12 21:14:19, WEST ENTRY, 18.0 °C

Sun May 12 21:14:19, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:19, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:19, EAST ENTRY, 18.0 °C

Sun May 12 21:14:19, WEST ENTRY, 18.0 °C

Sun May 12 21:14:19, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:20, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:20, EAST ENTRY, 18.0 °C

Sun May 12 21:14:20, WEST ENTRY, 18.0 °C

Sun May 12 21:14:20, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:20, NORTH ENTRY, 18.0 °C

Sun May 12 21:14:20, EAST ENTRY, 18.0 °C

Sun May 12 21:14:20, WEST ENTRY, 18.0 °C

Sun May 12 21:14:20, SOUTH ENTRY, 18.0 °C

Sun May 12 21:14:21, NORTH ENTRY, 34.0 °C

Sun May 12 21:14:21, EAST ENTRY, 34.0 °C

Sun May 12 21:14:21, WEST ENTRY, 34.0 °C

Sun May 12 21:14:21, SOUTH ENTRY, 34.0 °C

Sun May 12 21:14:21, NORTH ENTRY, 34.0 °C

Sun May 12 21:14:21, EAST ENTRY, 34.0 °C

Sun May 12 21:14:21, WEST ENTRY, 34.0 °C

Sun May 12 21:14:21, SOUTH ENTRY, 34.0 °C

Sun May 12 21:14:22, NORTH ENTRY, 29.0 °C

Sun May 12 21:14:22, EAST ENTRY, 29.0 °C

Sun May 12 21:14:22, WEST ENTRY, 29.0 °C

Sun May 12 21:14:22, SOUTH ENTRY, 29.0 °C

Sun May 12 21:14:22, NORTH ENTRY, 29.0 °C

Sun May 12 21:14:22, EAST ENTRY, 29.0 °C

Sun May 12 21:14:22, WEST ENTRY, 29.0 °C

Sun May 12 21:14:22, SOUTH ENTRY, 29.0 °C

Sun May 12 21:14:23, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:23, EAST ENTRY, 19.0 °C

Sun May 12 21:14:23, WEST ENTRY, 19.0 °C

Sun May 12 21:14:23, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:23, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:23, EAST ENTRY, 19.0 °C

Sun May 12 21:14:23, WEST ENTRY, 19.0 °C

Sun May 12 21:14:23, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:24, NORTH ENTRY, 25.0 °C

Sun May 12 21:14:24, EAST ENTRY, 25.0 °C

Sun May 12 21:14:24, WEST ENTRY, 25.0 °C

Sun May 12 21:14:24, SOUTH ENTRY, 25.0 °C

Sun May 12 21:14:24, NORTH ENTRY, 25.0 °C

Sun May 12 21:14:24, EAST ENTRY, 25.0 °C

Sun May 12 21:14:24, WEST ENTRY, 25.0 °C

Sun May 12 21:14:24, SOUTH ENTRY, 25.0 °C

Sun May 12 21:14:25, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:25, EAST ENTRY, 19.0 °C

Sun May 12 21:14:25, WEST ENTRY, 19.0 °C

Sun May 12 21:14:25, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:25, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:25, EAST ENTRY, 19.0 °C

Sun May 12 21:14:25, WEST ENTRY, 19.0 °C

Sun May 12 21:14:25, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:26, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:26, EAST ENTRY, 19.0 °C

Sun May 12 21:14:26, WEST ENTRY, 19.0 °C

Sun May 12 21:14:26, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:26, NORTH ENTRY, 19.0 °C

Sun May 12 21:14:26, EAST ENTRY, 19.0 °C

Sun May 12 21:14:26, WEST ENTRY, 19.0 °C

Sun May 12 21:14:26, SOUTH ENTRY, 19.0 °C

Sun May 12 21:14:27, NORTH ENTRY, 30.0 °C

Sun May 12 21:14:27, EAST ENTRY, 30.0 °C

Sun May 12 21:14:27, WEST ENTRY, 30.0 °C

Sun May 12 21:14:27, SOUTH ENTRY, 30.0 °C

Sun May 12 21:14:27, NORTH ENTRY, 30.0 °C

Sun May 12 21:14:27, EAST ENTRY, 30.0 °C

Sun May 12 21:14:27, WEST ENTRY, 30.0 °C

Sun May 12 21:14:27, SOUTH ENTRY, 30.0 °C

Sun May 12 21:14:28, NORTH ENTRY, 37.0 °C

Sun May 12 21:14:28, EAST ENTRY, 37.0 °C

Sun May 12 21:14:28, WEST ENTRY, 37.0 °C

Sun May 12 21:14:28, SOUTH ENTRY, 37.0 °C

Sun May 12 21:14:28, NORTH ENTRY, 37.0 °C

Sun May 12 21:14:28, EAST ENTRY, 37.0 °C

Sun May 12 21:14:28, WEST ENTRY, 37.0 °C

Sun May 12 21:14:28, SOUTH ENTRY, 37.0 °C

Sun May 12 21:14:29, NORTH ENTRY, 26.0 °C

Sun May 12 21:14:29, EAST ENTRY, 26.0 °C

